stu_no,q1_accuracy,q1_score_pct,q1_avg_time_sec,q1_easy_accuracy,q1_medium_accuracy,q1_hard_accuracy,q1_slow_wrong_ratio,q1_fast_wrong_ratio,q1_num_topics_below_50pct,q1_weakest_topic_score,q1_topic_Algorithm_Design,q1_topic_Arrays,q1_topic_Code_Tracing,q1_topic_Conditional_Statements,q1_topic_Data_Types,q1_topic_Debugging,q1_topic_Expressions,q1_topic_Flowcharts_and_Algorithms,q1_topic_Functions,q1_topic_Input_and_Output,q1_topic_Loops,q1_topic_Nested_Loops,q1_topic_Operators,q1_topic_Strings,q1_topic_Variables_and_Identifiers,q2_accuracy,q2_score_pct,q2_avg_time_sec,q2_easy_accuracy,q2_medium_accuracy,q2_hard_accuracy,q2_slow_wrong_ratio,q2_fast_wrong_ratio,q2_num_topics_below_50pct,q2_weakest_topic_score,q2_topic_Arrays_2D,q2_topic_Classes_and_Objects,q2_topic_Complexity_Analysis,q2_topic_Debugging_Advanced,q2_topic_Exception_Handling,q2_topic_File_Handling,q2_topic_Functions,q2_topic_Inheritance,q2_topic_Loops,q2_topic_OOP_Basics,q2_topic_Pointers_and_References,q2_topic_Recursion,q2_topic_Searching_Algorithms,q2_topic_Sorting_Algorithms,q2_topic_Strings_Advanced,q3_accuracy,q3_score_pct,q3_avg_time_sec,q3_easy_accuracy,q3_medium_accuracy,q3_hard_accuracy,q3_slow_wrong_ratio,q3_fast_wrong_ratio,q3_num_topics_below_50pct,q3_weakest_topic_score,q3_topic_Abstract_Classes,q3_topic_Algorithm_Patterns,q3_topic_Code_Optimisation,q3_topic_Debugging_Complex,q3_topic_Design_Patterns,q3_topic_Dynamic_Programming,q3_topic_Graphs_Basics,q3_topic_Interfaces,q3_topic_Linked_Lists,q3_topic_OOP_Advanced,q3_topic_Polymorphism,q3_topic_Problem_Decomposition,q3_topic_Stack_and_Queue,q3_topic_Testing_Basics,q3_topic_Trees_Basics,trend_q1_q2,trend_q2_q3,trend_q1_q3,final_mark,final_grade,passed,risk_label
STU0197,0.4667,46.67,53.5,0.5,0.6667,0.125,0.3333,0.0,5,0.0,0.0,0.6667,0.5,1.0,0.5,1.0,1.0,0.0,0.3333,1.0,0.0,0.5,0.5,0.0,0.5,0.4667,46.67,85.17,0.6,0.6364,0.2857,0.3,0.0,5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,1.0,0.3333,0.6667,0.5,0.4333,43.33,76.27,0.6,0.3636,0.4286,0.3333,0.0,8,0.0,1.0,0.0,0.5,0.5,0.0,0.3333,0.0,0.0,0.6667,0.0,1.0,1.0,1.0,0.0,0.3333,0.0,-3.3400000000000034,-3.3400000000000034,50,C,1,Medium
STU0198,0.7333,73.33,42.5,0.9,0.6667,0.625,0.1667,0.0,1,0.0,1.0,0.6667,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6667,0.5,1.0,1.0,0.5,0.7,70.0,72.1,0.6,0.6364,0.7857,0.1333,0.0,2,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.6667,0.0,1.0,0.7,70.0,66.8,1.0,0.7273,0.5714,0.1667,0.0,3,0.0,1.0,1.0,0.5,1.0,0.0,0.3333,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,-3.3299999999999983,0.0,-3.3299999999999983,74,B+,1,Low
STU0199,0.1,10.0,75.03,0.3,0.0,0.0,0.4333,0.0,13,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.4333,43.33,74.8,0.6,0.3636,0.4286,0.4333,0.0,5,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.3333,0.0,0.0,0.4333,43.33,75.9,0.4,0.4545,0.4286,0.2667,0.0,6,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.3333,33.33,0.0,33.33,28,E,0,High
STU0200,0.4667,46.67,46.37,0.5,0.5,0.375,0.3,0.0,8,0.0,0.0,0.6667,1.0,0.0,0.0,0.0,1.0,0.0,0.3333,1.0,0.3333,1.0,1.0,0.3333,0.5,0.4,40.0,76.17,0.0,0.5455,0.4286,0.1667,0.0,7,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.6667,0.3333,0.0,0.6,60.0,68.13,0.6,0.6364,0.5714,0.2,0.0,4,0.0,1.0,0.5,1.0,0.5,1.0,0.3333,0.0,0.0,0.6667,1.0,0.0,0.5,1.0,1.0,0.6667,-6.670000000000002,20.0,13.329999999999998,42,D+,0,High
STU0201,0.7,70.0,45.07,0.8,0.8333,0.375,0.2,0.0,4,0.0,0.0,0.3333,1.0,1.0,0.5,1.0,0.0,1.0,0.6667,1.0,1.0,0.0,1.0,0.6667,1.0,0.5,50.0,73.83,0.6,0.3636,0.5714,0.2333,0.0,6,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.7667,76.67,76.07,0.6,0.9091,0.7143,0.1333,0.0,2,0.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,1.0,-20.0,26.67,6.670000000000002,67,B,1,Low
STU0202,0.4667,46.67,51.67,0.9,0.25,0.25,0.3333,0.0,6,0.0,0.0,0.3333,0.0,1.0,0.5,0.5,1.0,0.0,0.3333,1.0,0.6667,0.5,0.5,0.6667,0.0,0.4667,46.67,80.8,0.4,0.2727,0.6429,0.3333,0.0,5,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.3333,0.3333,0.5,0.7,70.0,70.1,0.6,0.8182,0.6429,0.1667,0.0,3,0.0,0.0,1.0,1.0,0.5,1.0,0.6667,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,23.33,23.33,55,C+,1,Medium
STU0203,0.8,80.0,41.6,0.9,0.8333,0.625,0.1667,0.0,0,0.5,1.0,0.6667,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6667,1.0,0.6333,63.33,71.6,0.4,0.5455,0.7857,0.2333,0.0,4,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.3333,1.0,1.0,0.9333,93.33,67.0,0.8,1.0,0.9286,0.0333,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,-16.67,30.0,13.329999999999998,80,A,1,Low
STU0204,0.4667,46.67,57.43,0.8,0.4167,0.125,0.3667,0.0,7,0.0,0.0,0.3333,0.5,0.0,0.5,0.0,1.0,1.0,0.3333,0.0,0.3333,0.5,1.0,0.6667,1.0,0.4,40.0,75.33,0.2,0.5455,0.3571,0.2667,0.0,7,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.5,0.6667,0.3333,0.5,0.4333,43.33,71.97,0.2,0.4545,0.5,0.2667,0.0,5,0.0,0.0,0.5,0.5,0.5,0.5,0.3333,0.5,1.0,0.3333,0.5,0.5,0.5,0.5,0.0,0.3333,-6.670000000000002,3.3299999999999983,-3.3400000000000034,44,D+,0,High
STU0205,0.7333,73.33,43.63,1.0,0.6667,0.5,0.2,0.0,2,0.0,1.0,0.6667,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.3333,0.5,1.0,1.0,1.0,0.7333,73.33,69.3,0.8,0.7273,0.7143,0.1667,0.0,3,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.6667,1.0,1.0,0.7667,76.67,73.0,1.0,0.6364,0.7857,0.1333,0.0,2,0.0,1.0,1.0,0.5,1.0,0.5,0.6667,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.3333,0.0,3.3400000000000034,3.3400000000000034,84,A,1,Low
STU0206,0.4333,43.33,48.73,0.4,0.5833,0.25,0.3,0.0,7,0.0,1.0,0.3333,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.3333,0.0,1.0,0.6667,0.5,0.2667,26.67,77.7,0.2,0.2727,0.2857,0.4,0.0,11,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.3333,0.0,0.4667,46.67,76.77,0.8,0.2727,0.5,0.2667,0.0,5,0.0,1.0,1.0,1.0,1.0,0.5,0.6667,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,-16.659999999999997,20.0,3.3400000000000034,37,D,0,High
STU0207,0.5667,56.67,44.6,0.8,0.5,0.375,0.3333,0.0,2,0.3333,1.0,0.3333,0.5,0.5,0.5,0.5,1.0,1.0,0.6667,1.0,0.3333,0.5,0.5,0.6667,0.5,0.5,50.0,78.33,0.6,0.6364,0.3571,0.3,0.0,5,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.6667,0.3333,0.0,0.6667,66.67,67.3,0.2,0.8182,0.7143,0.1333,0.0,2,0.0,0.0,1.0,0.5,0.5,1.0,0.3333,1.0,1.0,0.6667,0.5,0.5,0.5,0.5,1.0,1.0,-6.670000000000002,16.67,10.0,65,B,1,Low
STU0208,0.6,60.0,44.77,0.9,0.5,0.375,0.3333,0.0,4,0.0,1.0,0.6667,0.0,0.5,1.0,0.5,1.0,1.0,0.3333,1.0,0.3333,0.5,1.0,0.3333,1.0,0.6,60.0,66.53,0.4,0.4545,0.7857,0.1667,0.0,5,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.3333,1.0,0.5,0.7,70.0,74.07,0.8,0.7273,0.6429,0.1667,0.0,2,0.0,1.0,0.5,1.0,0.5,0.5,0.3333,1.0,1.0,0.6667,0.5,0.5,1.0,1.0,0.0,1.0,0.0,10.0,10.0,70,B+,1,Low
STU0209,0.7667,76.67,42.2,0.9,0.8333,0.5,0.1667,0.0,1,0.0,0.0,0.6667,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,0.5,1.0,1.0,1.0,0.5667,56.67,65.6,0.6,0.7273,0.4286,0.2333,0.0,5,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.6667,0.3333,1.0,0.7333,73.33,70.77,0.4,0.5455,1.0,0.1333,0.0,2,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.3333,-20.0,16.659999999999997,-3.3400000000000034,81,A,1,Low
STU0210,0.9,90.0,43.7,0.9,1.0,0.75,0.0667,0.0,0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,0.8333,83.33,70.2,1.0,0.8182,0.7857,0.1,0.0,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333,1.0,1.0,0.9667,96.67,64.23,1.0,1.0,0.9286,0.0333,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,-6.670000000000002,13.340000000000003,6.670000000000002,82,A,1,Low
STU0211,0.9333,93.33,41.37,1.0,1.0,0.75,0.0667,0.0,0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,0.7667,76.67,71.83,1.0,0.8182,0.6429,0.1667,0.0,0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.6667,0.6667,1.0,0.7333,73.33,75.4,0.8,0.5455,0.8571,0.0667,0.0,2,0.0,1.0,0.5,1.0,1.0,1.0,0.6667,1.0,1.0,0.3333,1.0,1.0,1.0,0.5,1.0,0.0,-16.659999999999997,-3.3400000000000034,-20.0,75,A-,1,Low
STU0212,0.5,50.0,43.7,0.7,0.3333,0.5,0.3333,0.0,5,0.0,1.0,0.6667,0.5,0.0,0.5,0.5,1.0,0.0,0.3333,1.0,0.6667,0.0,1.0,0.3333,0.5,0.6333,63.33,75.23,0.6,0.6364,0.6429,0.2,0.0,3,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5667,56.67,77.87,0.4,0.6364,0.5714,0.2333,0.0,4,0.0,1.0,1.0,1.0,0.0,0.5,0.3333,1.0,0.0,0.6667,0.5,0.5,0.5,0.5,1.0,0.3333,13.329999999999998,-6.659999999999997,6.670000000000002,56,C+,1,Medium
STU0213,0.8,80.0,44.17,0.9,0.9167,0.5,0.1333,0.0,1,0.0,1.0,0.6667,0.5,1.0,1.0,0.5,1.0,0.0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,0.7333,73.33,72.13,0.8,0.7273,0.7143,0.1333,0.0,2,0.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.6667,0.6667,1.0,0.8333,83.33,69.5,0.8,0.9091,0.7857,0.0333,0.0,2,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6.670000000000002,10.0,3.3299999999999983,84,A,1,Low
STU0214,0.7333,73.33,42.77,0.9,0.6667,0.625,0.2,0.0,2,0.0,1.0,0.6667,1.0,1.0,1.0,0.5,1.0,1.0,0.6667,0.0,0.6667,0.5,1.0,0.3333,1.0,0.5667,56.67,66.3,0.2,0.7273,0.5714,0.1667,0.0,4,0.0,0.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.6667,0.0,0.7667,76.67,72.47,0.6,0.9091,0.7143,0.1,0.0,1,0.0,0.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,-16.659999999999997,20.0,3.3400000000000034,61,B-,1,Medium
STU0215,0.8333,83.33,40.5,1.0,0.75,0.75,0.1,0.0,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,0.6667,1.0,0.6667,66.67,76.8,0.4,0.8182,0.6429,0.2,0.0,2,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.6667,0.5,0.7333,73.33,68.53,0.8,0.8182,0.6429,0.2,0.0,2,0.0,0.0,0.0,1.0,0.5,0.5,0.6667,1.0,1.0,0.6667,1.0,0.5,1.0,1.0,1.0,1.0,-16.659999999999997,6.659999999999997,-10.0,86,A+,1,Low
STU0216,0.9333,93.33,41.47,0.9,1.0,0.875,0.0667,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0.8,80.0,81.8,0.8,0.7273,0.8571,0.1333,0.0,2,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333,0.6667,1.0,0.7,70.0,69.47,0.6,0.7273,0.7143,0.2333,0.0,3,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.6667,-13.329999999999998,-10.0,-23.33,80,A,1,Low
STU0217,0.7333,73.33,40.8,0.9,0.6667,0.625,0.2333,0.0,3,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.3333,0.0,1.0,0.6667,1.0,0.7,70.0,70.13,0.8,0.8182,0.5714,0.1333,0.0,2,0.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.3333,0.6667,1.0,0.5667,56.67,69.9,0.6,0.6364,0.5,0.2667,0.0,4,0.0,0.0,1.0,0.5,0.5,0.5,0.3333,0.0,1.0,0.3333,0.5,0.5,0.5,1.0,1.0,1.0,-3.3299999999999983,-13.329999999999998,-16.659999999999997,68,B,1,Low
STU0218,0.3333,33.33,56.67,0.4,0.3333,0.25,0.4333,0.0,10,0.0,0.0,0.3333,0.5,1.0,0.0,0.0,0.0,0.0,0.3333,1.0,0.3333,0.0,0.5,0.0,1.0,0.3667,36.67,80.23,0.6,0.4545,0.2143,0.3667,0.0,5,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.6667,0.5,0.3667,36.67,87.7,0.4,0.3636,0.3571,0.2333,0.0,7,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.6667,1.0,0.5,0.0,0.5,1.0,0.0,3.3400000000000034,0.0,3.3400000000000034,38,D,0,High
STU0219,0.7667,76.67,37.47,0.9,0.6667,0.75,0.1667,0.0,2,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.6667,0.5,1.0,1.0,0.5,0.5,50.0,71.1,0.8,0.5455,0.3571,0.3667,0.0,4,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.5,0.6667,0.0,1.0,0.6667,66.67,79.93,0.4,0.6364,0.7857,0.1333,0.0,5,0.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.6667,-26.67,16.67,-10.0,76,A-,1,Low
STU0220,0.7,70.0,40.3,0.8,0.8333,0.375,0.2333,0.0,4,0.0,0.0,0.3333,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333,1.0,0.6333,63.33,75.1,0.4,0.5455,0.7857,0.2333,0.0,4,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.6333,63.33,70.67,0.8,0.7273,0.5,0.2667,0.0,2,0.0,0.0,0.5,0.0,0.5,0.5,0.6667,1.0,1.0,0.6667,0.5,0.5,0.5,1.0,1.0,1.0,-6.670000000000002,0.0,-6.670000000000002,61,B-,1,Medium
STU0221,0.5667,56.67,47.6,0.7,0.5833,0.375,0.3,0.0,5,0.0,1.0,0.3333,1.0,0.5,0.5,0.0,0.0,0.0,0.6667,1.0,0.0,0.5,1.0,1.0,1.0,0.7333,73.33,69.7,0.4,0.7273,0.8571,0.1,0.0,0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.6667,0.6667,1.0,0.5333,53.33,83.97,0.8,0.6364,0.3571,0.3,0.0,5,0.0,0.0,0.5,1.0,0.0,1.0,0.3333,1.0,1.0,1.0,0.5,0.5,0.0,0.5,1.0,0.0,16.659999999999997,-20.0,-3.3400000000000034,74,B+,1,Low
STU0222,0.8667,86.67,45.27,1.0,0.9167,0.625,0.1333,0.0,1,0.3333,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.5,1.0,1.0,1.0,0.7,70.0,74.57,0.8,0.5455,0.7857,0.1667,0.0,3,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.6667,1.0,1.0,0.7667,76.67,81.0,0.8,0.7273,0.7857,0.1,0.0,3,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.3333,-16.67,6.670000000000002,-10.0,63,B-,1,Medium
STU0223,0.8,80.0,44.33,1.0,0.75,0.625,0.1667,0.0,0,0.5,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,0.6667,0.5,0.7667,76.67,66.8,0.8,0.6364,0.8571,0.1667,0.0,1,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.6667,0.5,0.7667,76.67,77.43,0.8,0.7273,0.7857,0.1667,0.0,2,0.0,1.0,1.0,1.0,1.0,0.0,0.6667,1.0,1.0,0.6667,0.0,1.0,1.0,1.0,1.0,0.6667,-3.3299999999999983,0.0,-3.3299999999999983,74,B+,1,Low
STU0224,0.4667,46.67,47.17,0.6,0.5,0.25,0.2667,0.0,7,0.0,0.0,0.6667,1.0,1.0,0.5,0.0,0.0,1.0,0.3333,0.0,0.6667,0.5,0.5,0.3333,0.0,0.3,30.0,73.53,0.4,0.1818,0.3571,0.3,0.0,9,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5667,56.67,69.27,0.6,0.5455,0.5714,0.2333,0.0,4,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.3333,0.5,0.5,1.0,0.5,0.0,0.6667,-16.67,26.67,10.0,43,D+,0,High
STU0225,0.6333,63.33,39.9,1.0,0.5,0.375,0.3333,0.0,4,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.3333,1.0,0.3333,0.0,0.5,0.6667,1.0,0.5667,56.67,76.53,0.6,0.6364,0.5,0.2667,0.0,4,0.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.3667,36.67,76.0,0.2,0.2727,0.5,0.2667,0.0,7,0.0,1.0,0.5,0.0,0.5,0.0,0.6667,0.0,0.0,0.3333,0.5,0.5,0.5,0.0,0.0,0.6667,-6.659999999999997,-20.0,-26.659999999999997,44,D+,0,High
STU0226,0.9333,93.33,40.6,0.9,1.0,0.875,0.0333,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.7333,73.33,72.27,1.0,0.6364,0.7143,0.2,0.0,5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8,80.0,74.6,0.6,0.9091,0.7857,0.0667,0.0,1,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,0.6667,-20.0,6.670000000000002,-13.329999999999998,82,A,1,Low
STU0227,0.8667,86.67,41.03,0.8,0.8333,1.0,0.0333,0.0,0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.5,1.0,0.5,0.7333,73.33,76.27,0.6,0.7273,0.7857,0.1667,0.0,2,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.3333,0.5,0.8,80.0,67.77,0.6,0.8182,0.8571,0.1,0.0,1,0.0,1.0,0.0,1.0,0.5,1.0,0.6667,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,-13.340000000000003,6.670000000000002,-6.670000000000002,80,A,1,Low
STU0228,0.8333,83.33,39.1,1.0,0.8333,0.625,0.1667,0.0,0,0.5,1.0,0.6667,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,0.5,1.0,1.0,1.0,0.7667,76.67,75.07,0.6,0.9091,0.7143,0.1667,0.0,2,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.3333,1.0,0.8,80.0,67.33,0.8,0.8182,0.7857,0.1333,0.0,1,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.6667,0.5,1.0,0.5,1.0,1.0,0.6667,-6.659999999999997,3.3299999999999983,-3.3299999999999983,66,B,1,Low
STU0229,0.8667,86.67,40.0,1.0,0.8333,0.75,0.1333,0.0,1,0.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6667,0.5,1.0,1.0,1.0,0.7667,76.67,69.2,0.6,0.7273,0.8571,0.1,0.0,2,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.8333,83.33,75.07,0.8,0.8182,0.8571,0.1,0.0,2,0.0,0.0,0.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,-10.0,6.659999999999997,-3.3400000000000034,84,A,1,Low
STU0230,0.5667,56.67,46.97,0.6,0.75,0.25,0.3,0.0,5,0.0,0.0,0.6667,1.0,1.0,0.5,0.0,1.0,1.0,0.3333,0.0,0.6667,0.5,1.0,0.6667,0.0,0.5333,53.33,68.27,0.4,0.2727,0.7857,0.2,0.0,5,0.0,0.5,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.6667,0.3333,0.5,0.5,50.0,76.07,0.6,0.3636,0.5714,0.2,0.0,6,0.0,0.0,0.5,0.0,0.5,1.0,0.6667,0.5,0.0,0.3333,1.0,1.0,0.5,0.5,0.0,0.3333,-3.3400000000000034,-3.3299999999999983,-6.670000000000002,61,B-,1,Medium
STU0231,0.4333,43.33,47.97,0.5,0.5833,0.125,0.3,0.0,8,0.0,0.0,0.6667,0.5,1.0,1.0,0.5,1.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.3333,1.0,0.5333,53.33,84.6,1.0,0.4545,0.4286,0.2667,0.0,2,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.6667,0.5,0.3667,36.67,74.07,0.4,0.3636,0.3571,0.3333,0.0,7,0.0,0.0,0.0,0.5,0.5,0.5,0.6667,0.0,0.0,0.3333,0.0,0.5,0.5,1.0,1.0,0.0,10.0,-16.659999999999997,-6.659999999999997,40,D+,0,High
STU0232,0.1,10.0,72.07,0.2,0.0833,0.0,0.4667,0.0,13,0.0,0.0,0.3333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4667,46.67,86.07,0.6,0.7273,0.2143,0.3333,0.0,4,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.6667,0.3333,0.5,0.4667,46.67,74.93,0.4,0.3636,0.5714,0.3,0.0,8,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.3333,0.0,1.0,1.0,1.0,1.0,0.3333,36.67,0.0,36.67,34,E,0,High
STU0233,0.9,90.0,38.7,1.0,0.9167,0.75,0.0667,0.0,0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8667,86.67,70.17,1.0,0.6364,1.0,0.1333,0.0,2,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6667,1.0,1.0,0.8,80.0,75.43,1.0,0.6364,0.8571,0.1333,0.0,1,0.0,1.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-3.3299999999999983,-6.670000000000002,-10.0,75,A-,1,Low
