stu_no,q1_accuracy,q1_score_pct,q1_avg_time_sec,q1_easy_accuracy,q1_medium_accuracy,q1_hard_accuracy,q1_slow_wrong_ratio,q1_fast_wrong_ratio,q1_num_topics_below_50pct,q1_weakest_topic_score,q1_topic_Algorithm_Design,q1_topic_Arrays,q1_topic_Code_Tracing,q1_topic_Conditional_Statements,q1_topic_Data_Types,q1_topic_Debugging,q1_topic_Expressions,q1_topic_Flowcharts_and_Algorithms,q1_topic_Functions,q1_topic_Input_and_Output,q1_topic_Loops,q1_topic_Nested_Loops,q1_topic_Operators,q1_topic_Strings,q1_topic_Variables_and_Identifiers,final_mark,final_grade,passed,risk_label
STU0453,0.7,70.0,45.1,0.9,0.6667,0.5,0.2333,0.0,2,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.3333,1.0,0.6667,0.5,1.0,0.6667,1.0,66,B,1,Low
STU0454,0.7333,73.33,45.7,1.0,0.5833,0.625,0.1667,0.0,3,0.0,1.0,0.3333,1.0,1.0,1.0,0.5,1.0,0.0,0.6667,1.0,0.6667,0.0,1.0,1.0,1.0,64,B-,1,Medium
STU0455,0.7667,76.67,42.43,1.0,0.5833,0.75,0.2333,0.0,2,0.0,0.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.0,0.6667,1.0,0.6667,0.5,1.0,1.0,0.5,72,B+,1,Low
STU0456,0.6333,63.33,42.87,0.8,0.75,0.25,0.3,0.0,3,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.6667,1.0,0.6667,0.0,0.5,1.0,1.0,62,B-,1,Medium
STU0457,0.3,30.0,65.17,0.5,0.25,0.125,0.4333,0.0,9,0.0,0.0,0.6667,0.5,0.0,0.5,0.0,0.0,0.0,0.3333,1.0,0.6667,0.0,0.0,0.0,0.5,44,D+,0,High
STU0458,0.6333,63.33,43.8,0.8,0.75,0.25,0.3,0.0,4,0.0,0.0,0.6667,0.0,1.0,1.0,0.5,1.0,1.0,0.3333,1.0,0.3333,1.0,1.0,0.6667,0.5,68,B,1,Low
STU0459,0.5667,56.67,44.97,0.3,0.6667,0.75,0.1667,0.0,6,0.0,0.0,0.6667,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.6667,0.5,0.0,0.3333,1.0,49,C-,0,High
STU0460,0.4667,46.67,50.13,0.7,0.4167,0.25,0.3,0.0,6,0.0,1.0,0.3333,0.5,1.0,0.0,0.0,1.0,0.0,0.6667,1.0,0.0,0.5,1.0,0.3333,0.5,44,D+,0,High
STU0461,0.8,80.0,38.13,0.9,0.9167,0.5,0.1667,0.0,2,0.3333,1.0,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.3333,1.0,1.0,0.6667,1.0,85,A+,1,Low
STU0462,0.6,60.0,47.7,0.9,0.5833,0.25,0.3,0.0,4,0.0,1.0,0.3333,0.5,0.5,1.0,1.0,0.0,1.0,0.6667,1.0,0.6667,0.0,1.0,0.3333,0.5,54,C,1,Medium
STU0463,0.9,90.0,38.07,1.0,0.8333,0.875,0.0667,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,0.0,1.0,1.0,1.0,85,A+,1,Low
STU0464,0.8333,83.33,43.0,1.0,0.8333,0.625,0.1,0.0,1,0.3333,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333,1.0,0.6667,1.0,1.0,0.6667,1.0,85,A+,1,Low
STU0465,0.7667,76.67,45.0,0.9,0.9167,0.375,0.1667,0.0,1,0.3333,1.0,0.6667,1.0,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,0.3333,0.5,77,A-,1,Low
STU0466,0.8,80.0,40.1,0.9,0.9167,0.5,0.1333,0.0,0,0.5,1.0,0.6667,0.5,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,1.0,0.5,1.0,0.6667,1.0,82,A,1,Low
STU0467,0.3333,33.33,65.53,0.5,0.1667,0.375,0.4333,0.0,9,0.0,1.0,0.3333,0.0,0.0,0.0,0.5,0.0,0.0,0.6667,1.0,0.3333,0.0,0.5,0.3333,0.5,49,C-,0,High
STU0468,0.8333,83.33,41.33,1.0,0.75,0.75,0.1333,0.0,1,0.0,0.0,0.6667,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6667,1.0,77,A-,1,Low
STU0469,0.9,90.0,39.87,1.0,1.0,0.625,0.1,0.0,0,0.5,1.0,0.6667,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,94,A+,1,Low
STU0470,0.2,20.0,70.27,0.3,0.25,0.0,0.4,0.0,11,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.3333,0.0,0.3333,0.0,0.5,0.0,0.0,43,D+,0,High
STU0471,0.8667,86.67,41.07,1.0,0.6667,1.0,0.1,0.0,1,0.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6667,1.0,0.5,1.0,1.0,86,A+,1,Low
STU0472,0.8,80.0,42.97,1.0,0.75,0.625,0.1667,0.0,2,0.0,0.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.0,0.6667,1.0,0.6667,1.0,1.0,0.6667,1.0,65,B,1,Low
STU0473,0.1667,16.67,73.1,0.2,0.25,0.0,0.4667,0.0,11,0.0,0.0,0.3333,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,36,D,0,High
STU0474,0.3333,33.33,58.87,0.5,0.3333,0.125,0.3667,0.0,10,0.0,0.0,0.3333,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333,0.5,0.0,0.3333,1.0,31,E,0,High
STU0475,0.8,80.0,44.53,1.0,0.75,0.625,0.2,0.0,1,0.0,0.0,0.6667,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6667,0.5,1.0,1.0,1.0,95,A+,1,Low
STU0476,0.7333,73.33,40.43,0.9,0.8333,0.375,0.2333,0.0,1,0.0,0.0,0.6667,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6667,0.5,1.0,0.6667,0.5,79,A-,1,Low
STU0477,0.5,50.0,55.47,0.8,0.4167,0.25,0.4,0.0,5,0.0,0.0,0.3333,0.5,0.0,0.5,0.5,1.0,1.0,0.3333,1.0,0.6667,1.0,0.5,0.3333,0.5,41,D+,0,High
STU0478,0.4667,46.67,50.8,0.6,0.5,0.25,0.4,0.0,8,0.0,0.0,0.6667,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.3333,0.0,1.0,0.3333,0.5,45,C-,0,High
STU0479,0.3,30.0,59.9,0.2,0.5,0.125,0.3667,0.0,8,0.0,0.0,0.3333,0.5,0.5,0.5,0.5,0.0,0.0,0.6667,0.0,0.0,0.5,0.0,0.0,0.5,46,C-,0,High
STU0480,0.4333,43.33,58.03,0.5,0.5,0.25,0.3333,0.0,6,0.0,1.0,0.3333,0.5,0.5,0.0,0.5,1.0,1.0,0.3333,0.0,0.3333,0.5,0.5,0.3333,0.5,55,C+,1,Medium
STU0481,0.8333,83.33,40.83,1.0,0.75,0.75,0.1667,0.0,1,0.3333,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,1.0,1.0,0.6667,0.5,87,A+,1,Low
STU0482,0.6667,66.67,44.07,0.9,0.5,0.625,0.2,0.0,3,0.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.3333,1.0,0.3333,0.5,1.0,0.6667,0.5,64,B-,1,Medium
STU0483,0.1667,16.67,73.17,0.4,0.0833,0.0,0.4667,0.0,12,0.0,0.0,0.3333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36,D,0,High
STU0484,0.8,80.0,44.8,1.0,0.6667,0.75,0.2,0.0,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333,1.0,0.6667,1.0,0.5,1.0,1.0,69,B,1,Low
STU0485,0.5667,56.67,43.27,0.9,0.4167,0.375,0.3667,0.0,3,0.0,0.0,0.6667,0.5,0.5,0.5,0.5,1.0,0.0,0.6667,1.0,0.6667,0.0,1.0,0.6667,0.5,59,C+,1,Medium
STU0486,0.6333,63.33,44.07,0.7,0.6667,0.5,0.2667,0.0,3,0.0,0.0,0.6667,1.0,1.0,0.0,0.5,1.0,1.0,0.6667,1.0,0.6667,0.5,0.5,1.0,0.0,50,C,1,Medium
STU0487,0.8,80.0,45.07,0.9,0.8333,0.625,0.1667,0.0,0,0.5,1.0,0.6667,0.5,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.5,0.5,0.6667,1.0,72,B+,1,Low
STU0488,0.4,40.0,51.73,0.5,0.5,0.125,0.4,0.0,9,0.0,0.0,0.3333,0.0,1.0,0.5,0.0,0.0,1.0,0.6667,0.0,0.3333,0.5,0.0,0.3333,1.0,43,D+,0,High
STU0489,0.7,70.0,47.3,0.9,0.75,0.375,0.2,0.0,2,0.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.6667,1.0,0.6667,0.5,0.5,1.0,1.0,76,A-,1,Low
STU0490,0.9333,93.33,42.57,1.0,1.0,0.75,0.0667,0.0,0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,96,A+,1,Low
STU0491,0.8667,86.67,38.97,1.0,1.0,0.5,0.1333,0.0,1,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.6667,1.0,84,A,1,Low
STU0492,0.6333,63.33,45.87,0.9,0.4167,0.625,0.2,0.0,4,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.6667,0.0,1.0,0.5,0.5,0.3333,0.5,73,B+,1,Low
STU0493,0.8,80.0,42.8,1.0,0.75,0.625,0.1667,0.0,1,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.6667,1.0,1.0,0.5,1.0,0.6667,1.0,65,B,1,Low
STU0494,0.8333,83.33,40.63,1.0,0.9167,0.5,0.1667,0.0,1,0.3333,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.3333,1.0,1.0,0.6667,1.0,87,A+,1,Low
STU0495,0.4667,46.67,46.4,0.6,0.4167,0.375,0.4,0.0,6,0.0,0.0,0.3333,0.5,0.5,0.0,0.0,0.0,0.0,0.6667,1.0,0.6667,0.5,0.5,1.0,0.5,59,C+,1,Medium
STU0496,0.4667,46.67,50.87,0.7,0.5,0.125,0.4,0.0,4,0.0,0.0,0.6667,0.5,0.5,0.5,0.5,1.0,1.0,0.3333,1.0,0.0,0.0,0.5,0.6667,0.5,53,C,1,Medium
STU0497,0.6333,63.33,45.4,0.9,0.5833,0.375,0.3333,0.0,5,0.0,0.0,0.3333,0.5,0.5,1.0,0.5,1.0,0.0,0.3333,1.0,1.0,0.0,1.0,1.0,1.0,54,C,1,Medium
STU0498,0.8,80.0,42.97,1.0,0.8333,0.5,0.2,0.0,1,0.3333,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.6667,1.0,1.0,0.5,1.0,0.3333,1.0,87,A+,1,Low
STU0499,0.9,90.0,40.17,1.0,0.9167,0.75,0.1,0.0,0,0.5,1.0,0.6667,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,76,A-,1,Low
STU0500,0.8,80.0,37.7,1.0,0.8333,0.5,0.1667,0.0,1,0.0,0.0,0.6667,0.5,1.0,0.5,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.5,65,B,1,Low
STU0501,0.8333,83.33,38.33,1.0,0.8333,0.625,0.1667,0.0,2,0.0,0.0,0.6667,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,83,A,1,Low
STU0502,0.7667,76.67,40.53,0.8,0.75,0.75,0.1667,0.0,1,0.0,1.0,0.6667,0.5,1.0,1.0,0.5,1.0,1.0,0.6667,0.0,1.0,1.0,0.5,0.6667,1.0,78,A-,1,Low
STU0503,0.6667,66.67,47.63,0.8,0.5833,0.625,0.2,0.0,3,0.0,0.0,0.6667,0.5,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.6667,1.0,65,B,1,Low
STU0504,0.5333,53.33,45.87,0.8,0.5,0.25,0.4,0.0,8,0.0,0.0,0.3333,0.0,1.0,1.0,0.0,1.0,0.0,0.3333,0.0,1.0,1.0,0.5,0.3333,1.0,66,B,1,Low
STU0505,0.1333,13.33,72.93,0.1,0.1667,0.125,0.3667,0.0,13,0.0,0.0,0.3333,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,17,E,0,High
STU0506,0.8333,83.33,40.27,1.0,0.9167,0.5,0.1667,0.0,1,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,0.6667,1.0,83,A,1,Low
STU0507,0.9,90.0,39.57,1.0,0.9167,0.75,0.1,0.0,1,0.0,0.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,74,B+,1,Low
STU0508,0.9667,96.67,36.47,1.0,1.0,0.875,0.0333,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,86,A+,1,Low
STU0509,0.7667,76.67,45.23,0.9,0.9167,0.375,0.1667,0.0,0,0.5,1.0,0.6667,0.5,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,0.6667,1.0,74,B+,1,Low
STU0510,0.8667,86.67,39.17,1.0,0.8333,0.75,0.1,0.0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,82,A,1,Low
STU0511,0.4667,46.67,49.97,0.7,0.5833,0.0,0.2667,0.0,5,0.0,0.0,0.3333,0.0,0.5,0.5,0.5,1.0,0.0,0.6667,1.0,0.0,0.5,0.5,0.6667,1.0,57,C+,1,Medium
STU0512,0.4,40.0,55.2,0.5,0.5833,0.0,0.4,0.0,8,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.3333,0.0,1.0,0.3333,1.0,39,D,0,High
STU0513,0.6667,66.67,48.83,1.0,0.5,0.5,0.2667,0.0,2,0.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.6667,1.0,0.6667,0.5,1.0,0.6667,1.0,60,B-,1,Medium
STU0514,0.2333,23.33,61.77,0.5,0.0,0.25,0.4,0.0,10,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.6667,1.0,0.3333,0.0,0.0,0.0,0.5,38,D,0,High
STU0515,0.8333,83.33,40.6,0.9,0.8333,0.75,0.1333,0.0,2,0.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,71,B+,1,Low
STU0516,0.5667,56.67,47.27,0.7,0.6667,0.25,0.2667,0.0,5,0.0,0.0,0.6667,1.0,0.5,0.0,0.5,1.0,1.0,0.3333,1.0,0.3333,0.0,0.5,1.0,1.0,62,B-,1,Medium
STU0517,0.8333,83.33,39.3,1.0,0.8333,0.625,0.1333,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,1.0,0.5,73,B+,1,Low
STU0518,0.5333,53.33,43.47,0.8,0.4167,0.375,0.3,0.0,5,0.0,0.0,0.6667,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.3333,0.5,45,C-,0,High
STU0519,0.4667,46.67,45.17,0.6,0.5,0.25,0.3333,0.0,6,0.0,0.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.3333,0.0,0.0,0.0,0.0,0.6667,0.5,40,D+,0,High
STU0520,0.7667,76.67,43.87,0.8,0.6667,0.875,0.1333,0.0,1,0.0,1.0,0.6667,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,82,A,1,Low
STU0521,0.2333,23.33,67.03,0.5,0.0833,0.125,0.4667,0.0,9,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.3333,1.0,0.0,0.0,0.5,0.0,0.5,33,E,0,High
STU0522,0.8667,86.67,40.03,1.0,1.0,0.5,0.1333,0.0,0,0.5,1.0,0.6667,0.5,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,0.6667,1.0,84,A,1,Low
STU0523,0.6667,66.67,40.63,0.9,0.6667,0.375,0.3,0.0,3,0.0,0.0,0.6667,1.0,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.3333,1.0,0.5,0.6667,1.0,70,B+,1,Low
STU0524,0.7,70.0,39.23,0.8,0.5833,0.75,0.2,0.0333,1,0.3333,1.0,0.3333,0.5,0.5,0.5,0.5,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,1.0,1.0,61,B-,1,Medium
STU0525,0.7333,73.33,44.13,1.0,0.6667,0.5,0.2,0.0,2,0.0,0.0,0.6667,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.6667,1.0,84,A,1,Low
STU0526,0.5,50.0,49.53,0.7,0.5,0.25,0.2667,0.0,6,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.3333,0.0,1.0,0.6667,1.0,57,C+,1,Medium
STU0527,0.8667,86.67,40.43,0.9,0.8333,0.875,0.1,0.0,1,0.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,0.0,1.0,1.0,1.0,73,B+,1,Low
STU0528,0.7,70.0,44.7,1.0,0.6667,0.375,0.2667,0.0,0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.6667,1.0,0.6667,0.5,0.5,0.6667,1.0,60,B-,1,Medium
STU0529,0.3667,36.67,53.53,0.5,0.4167,0.125,0.4,0.0,9,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.3333,1.0,0.3333,0.0,1.0,0.3333,0.5,40,D+,0,High
STU0530,0.2667,26.67,63.8,0.5,0.1667,0.125,0.4667,0.0,11,0.0,0.0,0.3333,0.0,0.5,0.0,0.0,1.0,0.0,0.3333,1.0,0.0,1.0,0.0,0.3333,0.0,47,C-,0,High
STU0531,0.5,50.0,47.8,0.8,0.4167,0.25,0.3667,0.0,5,0.0,0.0,0.6667,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.6667,0.0,0.5,1.0,0.5,51,C,1,Medium
STU0532,0.7333,73.33,42.93,1.0,0.6667,0.5,0.2667,0.0,2,0.0,0.0,0.6667,0.0,0.5,0.5,1.0,1.0,1.0,0.6667,1.0,1.0,0.5,1.0,1.0,1.0,58,C+,1,Medium
STU0533,0.5333,53.33,44.73,0.8,0.4167,0.375,0.3333,0.0,5,0.0,0.0,0.6667,0.5,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,44,D+,0,High
STU0534,0.2667,26.67,50.83,0.4,0.1667,0.25,0.4,0.0,10,0.0,1.0,0.3333,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.5,40,D+,0,High
STU0535,0.8,80.0,42.3,0.7,1.0,0.625,0.1,0.0,1,0.3333,1.0,0.3333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,0.5,0.5,1.0,1.0,66,B,1,Low
STU0536,0.8333,83.33,39.8,0.9,0.8333,0.75,0.1,0.0,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.5,1.0,1.0,1.0,79,A-,1,Low
STU0537,0.4333,43.33,49.23,0.7,0.25,0.375,0.4333,0.0,6,0.0,0.0,0.3333,0.0,0.5,0.5,1.0,1.0,0.0,0.6667,0.0,0.0,0.5,0.5,0.6667,0.5,38,D,0,High
STU0538,0.2667,26.67,59.23,0.4,0.3333,0.0,0.4333,0.0,9,0.0,0.0,0.6667,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.3333,0.5,46,C-,0,High
STU0539,0.8667,86.67,40.17,1.0,1.0,0.5,0.1333,0.0,0,0.5,1.0,0.6667,1.0,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,1.0,0.5,1.0,1.0,1.0,77,A-,1,Low
STU0540,0.7,70.0,44.7,0.9,0.75,0.375,0.2667,0.0,2,0.0,1.0,0.6667,0.5,1.0,0.5,0.0,1.0,0.0,0.6667,1.0,0.6667,0.5,1.0,1.0,1.0,54,C,1,Medium
STU0541,0.5667,56.67,45.07,0.7,0.4167,0.625,0.3333,0.0333,4,0.0,0.0,0.6667,0.5,0.5,0.5,0.0,1.0,0.0,0.6667,0.0,0.6667,0.5,1.0,0.6667,1.0,62,B-,1,Medium
STU0542,0.3333,33.33,57.07,0.8,0.1667,0.0,0.5,0.0,9,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.3333,1.0,0.3333,0.0,0.5,0.3333,0.5,40,D+,0,High
STU0543,0.2333,23.33,65.33,0.4,0.25,0.0,0.4,0.0,9,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.3333,1.0,0.0,0.0,0.5,0.0,0.5,53,C,1,Medium
STU0544,0.8,80.0,42.9,1.0,0.5833,0.875,0.1667,0.0,1,0.0,1.0,0.6667,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.6667,0.5,1.0,1.0,1.0,73,B+,1,Low
STU0545,0.8333,83.33,36.53,0.8,0.8333,0.875,0.1,0.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6667,0.0,70,B+,1,Low
STU0546,0.7,70.0,43.2,0.9,0.6667,0.5,0.2667,0.0,2,0.0,0.0,0.3333,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6667,1.0,0.5,0.6667,1.0,40,D+,0,High
STU0547,0.9333,93.33,37.77,1.0,1.0,0.75,0.0667,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,86,A+,1,Low
STU0548,0.3333,33.33,57.17,0.6,0.1667,0.25,0.4333,0.0,9,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.6667,0.0,0.3333,0.0,0.0,1.0,0.0,32,E,0,High
STU0549,0.7,70.0,42.37,0.9,0.5833,0.625,0.2333,0.0,3,0.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6667,0.5,57,C+,1,Medium
STU0550,0.3333,33.33,53.8,0.3,0.3333,0.375,0.3667,0.0,9,0.0,1.0,0.3333,0.5,0.0,1.0,0.0,1.0,0.0,0.3333,0.0,0.6667,0.5,0.0,0.0,0.0,42,D+,0,High
STU0551,0.5333,53.33,44.83,0.7,0.5833,0.25,0.2667,0.0,4,0.0,0.0,0.6667,0.5,0.5,1.0,0.0,1.0,1.0,0.6667,1.0,0.0,1.0,0.5,0.3333,0.5,61,B-,1,Medium
STU0552,0.4667,46.67,45.77,0.6,0.5,0.25,0.3,0.0,7,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.6667,0.0,0.3333,0.5,0.5,1.0,0.5,34,E,0,High
STU0553,0.9333,93.33,42.97,1.0,0.9167,0.875,0.0667,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.5,1.0,1.0,1.0,96,A+,1,Low
STU0554,0.4667,46.67,47.23,0.7,0.4167,0.25,0.3333,0.0,7,0.0,0.0,0.3333,0.0,0.5,1.0,0.5,1.0,0.0,0.6667,0.0,0.3333,1.0,0.5,0.0,1.0,50,C,1,Medium
STU0555,0.4,40.0,56.7,0.5,0.4167,0.25,0.4,0.0,8,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.3333,1.0,0.3333,1.0,0.5,0.6667,0.0,37,D,0,High
STU0556,0.2667,26.67,67.9,0.5,0.25,0.0,0.5,0.0,11,0.0,0.0,0.3333,0.5,0.0,0.0,0.0,1.0,1.0,0.3333,1.0,0.3333,0.0,0.0,0.3333,0.0,48,C-,0,High
STU0557,0.5333,53.33,46.07,0.6,0.4167,0.625,0.2667,0.0,5,0.0,1.0,0.3333,0.0,0.0,0.0,0.5,1.0,1.0,0.6667,1.0,0.6667,0.0,1.0,1.0,0.5,47,C-,0,High
STU0558,0.7667,76.67,43.23,1.0,0.6667,0.625,0.2,0.0,2,0.0,0.0,0.6667,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.6667,1.0,70,B+,1,Low
STU0559,0.8667,86.67,43.07,1.0,0.9167,0.625,0.1333,0.0,1,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6667,1.0,79,A-,1,Low
STU0560,0.4,40.0,46.83,0.4,0.5,0.25,0.3333,0.0333,8,0.0,1.0,0.3333,0.5,0.0,0.5,0.5,0.0,0.0,0.3333,1.0,1.0,0.0,0.0,0.3333,0.5,43,D+,0,High
STU0561,0.6333,63.33,55.63,0.7,0.5833,0.625,0.2667,0.0,4,0.0,1.0,0.3333,1.0,1.0,0.5,0.5,1.0,0.0,0.3333,1.0,1.0,1.0,0.5,0.3333,0.5,60,B-,1,Medium
STU0562,0.5333,53.33,47.67,0.6,0.5833,0.375,0.3333,0.0,5,0.0,0.0,0.6667,0.5,0.0,0.5,0.0,1.0,1.0,0.6667,0.0,0.6667,0.0,0.5,1.0,1.0,73,B+,1,Low
STU0563,0.7667,76.67,41.8,0.9,0.6667,0.75,0.2,0.0,3,0.0,1.0,0.6667,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.6667,0.0,1.0,1.0,1.0,70,B+,1,Low
STU0564,0.4667,46.67,44.33,0.6,0.5833,0.125,0.3333,0.0,6,0.0,1.0,0.3333,0.5,1.0,0.5,0.0,1.0,1.0,0.3333,0.0,0.3333,0.5,0.5,0.0,1.0,43,D+,0,High
STU0565,0.3667,36.67,58.5,0.7,0.3333,0.0,0.4,0.0,7,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,1.0,0.3333,1.0,0.0,0.5,0.5,0.3333,0.5,36,D,0,High
STU0566,0.8333,83.33,44.33,1.0,0.9167,0.5,0.1333,0.0,1,0.0,1.0,0.6667,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,72,B+,1,Low
STU0567,0.9667,96.67,37.93,1.0,1.0,0.875,0.0333,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,83,A,1,Low
STU0568,0.8667,86.67,38.5,1.0,0.75,0.875,0.0667,0.0,0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,79,A-,1,Low
